artist,year,month_day,auction house,seller/artwork,purchaser,pounds,shillings,pence,,
,1887,2/12/2016,,JJ,Mrs. Tanton. 52. The Gladdened Hearth,Polak,93,10,0,
,1887,6/4/2016,,JJ,Charles Wells. 46. Coming down to Dessert. 30 x 24,Brown,157,10,0,
,1888,3/24/2016,,JJ,Frederick Fish. 268. The Wedding Dress. 1875,Hunt,188,15,0,
,,,,,,,,,,
,"HARDY, Frederick Daniel—continued",,,,,,,,,
,1889,3/23/2016,Christie's,--118. A Crash,—,J73,0,0,,
,1889,5/4/2016,)j,124. Young Explorers,Agnew,126,0,0,,
,1889,6/15/2016,jj,Fish. 104. The Wedding Dress,Gooden,!S2,5,0,,
,1891,5/30/2016,!1,89. The Wedding Dress,Ilollings,131,5,0,,
,1897,3/13/2016,11,Sir Charles Booth. 38. Burial of Dead Bird. 9x14,Pocock,99,15,0,,
,1897,3/13/2016,11,Sir Charles Booth. 40. The Sweep. 15x19!,Gooden,§9,5,0,,
,igoo,7/14/2016,11,41. Stirring News. 1374. 29x38!,Collins,16S,0,0,,
,igoi,3/2/2016,1',Hubert Martineau. 98. Old Man and Woman. 10 x 13-J,Harris,131,15,0,,
,1901,3/2/2016,11,Hubert Martineau. 99. Peasants playing Cards. 10x14,Harris,105,0,0,,
,1903,7/11/2016,11,George Gurney. 63. Reading a Will. 1869. 26x35,—,110,5,0,,
,1903,7/11/2016,)J,George Gurney. 64. The Afternoon Nap. 1868. 24X28J-,Permain,110,5,0,,
,1908,10/20/2016,"Capes,Dunn&P. - 136. Stirring News. 1874. 28^x38J",,Mellor,140,0,0,,
,1909,3/6/2016,Christie's,- no. The Wedding Breakfast. 1871. 34^x49,Lister,115,10,0,,
,"HARDY, Heywood.",,,Born 1843,,,,,,
,1882,2/25/2016,Christie's,The Graphic. (786 N.) 146. In the Lap of Luxury,McLean,5°,8,0,,
,1882,3/18/2016,,G. R. Burnett. (158 N.) 149. Christmas Eve,Bought in,Ir5,10,0,,
,1882,4/29/2016,>>,Arthur Lucas. 94. Butterfly Chase,Lorent,90,0,0,,
,1883,4/21/2016,j>,T. F. Walker. (220 R.) 96. Barnaby Rudge,Agnew,126,0,0,,
,1884,4/26/2016,,H. Roberts. (243 T.) 136. Largesse,Bought in,i57,10,0,,
,1885,5/2/2016,»,H. Lovatt. (383 V.) 103. The Halfway House. 29! x 39J,Bought in,120,i5,0,,
,1887,6/4/2016,,Charles Wells. 48. The Trusted Messenger. 31x25,Permain,178,10,0,,
,1888,6/2/2016,n,Thomas Walker. 22. How are the Mighty Fallen,Thomas,i°S,0,0,,
,1888,6/2/2016,J!,Thomas Walker. 23. Gipsies. 34x51,Brunner,273,0,0,,
,1888,6/2/2016,)),Thomas Walker. 24. Ulysses yoking Horse and Ox,Allsopp,945,0,0,,
,1889,3/2/2016,,--118. The Halfway House. 1882,Tooth,120,,0,,
,1889,4/4/2016,11,James Hardy. 264. Roused,Agnew,178,10,0,,
,1889,5/4/2016,11,Richard Peacock. 61. Lions Fighting. 96x120,—,194,0,0,,
,1891,5/8/2016,)>,Andrew G. Kurtz. 49. Barnaby Rudge. 34 x 45,Agnew,157,10,0,,
,1896,2/15/2016,11,W.Jackson. 91. The Lord of the Manor. 1885,King,96,12,0,,
,1901,2/16/2016,>>,Herbert W. deWinton. 148. I'm going a milking Sir. 1878. 40x33 Davis,,157,10,0,,
,1903,5/16/2016,11,- 90. Ulysses on the Shore. 1874. 36 x 64,Vokins,210,0,0,,
,1905,7/1/2016,11,William Lomax. 134. Forgiven. 1888. 30x42,Gooden,294,0,0,,
,1905,7/1/2016,11,William Lomax. 135. The Toast. 1886. 27x43,Gooden,199,10,0,,
,1905,7/1/2016,11,William Lomax. 136. Love's Barrier. 1889. 29x42,Gooden,199,10,0,,
,1906,4/30/2016,11,"Myles Ariel Clark. 9. Highland Keeper, Dogs, and Game. 33",x 43 Clark,152,0,0,,
,1911,6/9/2016,11,J. D. Charrington. 37. The Toast. 1886. 26^x43,Muller,120,*5,0,,
,"HARDY, James. 1832-1889",,,,,,,,,
,1878,3/9/2016,Christie's,James Hardy. (353 H.) 144. Retriever and Setter,Walker,94,10,0,,
,1878,3/9/2016,11,James Hardy. 169. Dead Game and Rabbit,Walker,ii5,10,0,,
,1880,3/12/2016,11,Charles Kurtz. 65. The Sportsman's Companion. 27x36,Nathan,204,15,0,,
,1881,2/12/2016,11,Charles Kurtz. (723 M.) 36. Dogs and Game. 26x35,Agnew,!52,5,0,,
,1881,4/28/2016,11,- (1082 M.) 95. Highland Keeper and Dogs,Bought in,120,15,0,,
,,,,,,,,,,
,"HARDY, James—continued",,,,,,16,,,
,1881,4/28/2016,Christie's,98. Keeper and Grey Pony,Bought in,100,,0,,
,1881,4/28/2016,Christie's,- 99. Deer Stalking. 1872,Bought in,ii5,10,0,,
,1883,5/26/2016,Christie's,William Lee. (211 S.) 16. Young Gillie and Setters. 16x20 Martin,,204,15,0,,
,1884,1/26/2016,Christie's,McLean. 130. Retriever and Dead Game,Bought in,i°5,0,0,,
,1886,2/6/2016,Christie's,H. E. Green. (929 V.) 107. On Guard. 1882,Dole,100,16,0,,
,1886,6/19/2016,Christie's,"F.Williams. (666 W.) 153. Gillie, Dogs, and Game",Bought in,101,17,0,,
,1887,1/29/2016,Christie's,149. Waiting for the Guns,Isaac,94,10,0,,
,1887,5/3/2016,Christie's,Thomas Shaw. 76. Uncoupling the Dogs. 1877. Drawing,Mellor,110,5,0,,
,1837,5/3/2016,Christie's,Thomas Shaw. 78. Shooting Party. 1877. Drawing,Mellor,13°,5,0,,
,1887,5/3/2016,Christie's,Thomas Shaw. 119. Waiting for Master. 1876. Drawing,Napier,io5,0,0,,
,1887,6/4/2016,Christie's,Charles Wells. 50. A Good Day's Sport. 24 x 36,McLean,162,15,0,,
,1889,4/4/2016,Christie's,James Hardy. 263. Setters and Game,Agnew,94,12,0,,
,1889,4/15/2016,Christie's,Felix Vigne. 117. A Highland Gillie. 1872. Drawing. 21x28 Lley,,110,5,0,,
,1889,5/11/2016,Christie's,C.B.Courtney. 52. Minding the Game. 1880. 29x24,—,211,1,0,,
,1889,5/11/2016,Christie's,C.B.Courtney. 53. Loch Callater. 1883. Drawing. 26x34,Thomas,231,0,0,,
,1890,6/7/2016,Christie's,69. Highland Sportsman. 31x44,Agnew,220,10,0,,
,1890,12/20/2016,Christie's,C. J. Schofield. 118. Gamekeeper— 1st. October. 1883,Tooth,121,16,0,,
,1891,5/2/2016,Christie's,H. W. F. Bolckow. 3. The Scotch Gamekeeper. 125x17$,I Gladwell,173,5,0,,
,1891,5/2/2016,Christie's,H. W. F. Bolckow. 4. The English Gamekeeper. 13x17!,j Ellis,,,,,
,1891,7/4/2016,Christie's,78. The First of October. 18S3,,128,0,0,,
,1892,12/17/2016,Christie's,H. W. Sanders. 31. Gillie Dogs and Game. 1874. Drawing,McLean,110,5,0,,
,1893,2/13/2016,Christie's,Joshua Clarke. 206. Retriever and Spaniels. 1884,Gribble,152,0,0,,
,1893,2/13/2016,Christie's,Joshua Clarke. 208. On the Moors. 1885,Finch,130,4,0,,
,1893,12/2/2016,Christie's,J. C. Evans. 43. Dogs and Game. Drawing Frickenliaus,,105,0,0,,
,1894,6/22/2016,Christie's,128. Dogs and Game,Watson,131,5,0,,
,1901,2/16/2016,Christie's,Herbert W. deWinton. 126. Taking Home the Game. 17A-X26 Sampson,,105,0,0,,
,1903,12/5/2016,Christie's,J.H.Simpson. 134. Farm Boy and Dogs. 1883. 24x33,Isaac,105,0,0,,
,1911,4/22/2016,Christie's,71. After the Day's Shooting. 1882. 34x46,Lacy,178,10,0,,
"HARDY, Thomas Bush.",1903,7/18/2016,Christie's,3. Venice. 1893. Drawing. 60x42,,105,0,0,,
"HARGITT, Edward. 1845-1895",1896,2/22/2016,Christie's,Edward Hargitt. 120. A Scotch Moor—Cattle Watering,McLean,24,3,0,,
"HARGITT, Edward. 1845-1896",1896,2/22/2016,Christie's,Edward Hargitt. 156. St. Catherine's Point,Gribble,54,12,0,,
"HARLAMOFF, Alexis.",1884,6/14/2016,Christie's,W. Dallas 0. Greig. (763 T.) 103. Head of a Child,Gassiot,147,0,0,,
"HARLAMOFF, Alexis.",1890,5/3/2016,Christie's,Charles Neck. 20. The Flower Girls,Agnew,53°,0,0,,
"HARLAMOFF, Alexis.",1890,5/23/2016,Christie's,William Stevens. 44. The Young Coquette,—,178,10,0,,
"HARLAMOFF, Alexis.",1895,6/8/2016,Christie's,John Clark. 97. A Flower Girl. 42^ x 30,McLean,131,5,0,,
"HARLAMOFF, Alexis.",1895,6/8/2016,Christie's,John Clark. 98. Blowing Bubbles. 25x19,Lawrie,178,10,0,,
"HARLAMOFF, Alexis.",1900,5/12/2016,Christie's,99. Head of Girl. 20 x 15J,Gooden,102,18,0,,
"HARLAMOFF, Alexis.",1908,6/29/2016,Christie's,Stephen G. Holland. 380. Happy Moments. 21x30,,I31,5,0,,
"HARLOW, George Henry",1820,June 3 Mr. Christie G. H. Harlow. 115. Sketch for Cardinal's Hat—Wolsey White,,,,105,0,0,,
"HARLOW, George Henry",1843,Mar. Christie's Sir R. Ker Porter. 215. Captain Caulfield. Small whole-length —,,,,,,,,
"HARLOW, George Henry",I857,Feb. 18 „ James Coding. 607. Copy of the Transfiguration Lord Normanton,,,,126,0,0,,
"HARLOW, George Henry",1872,April 22 Phillips William W. Pearce. 25. Lord Melbourne —,,,,,,,,
"HARLOW, George Henry",1877,Mar. 23 Christie's S. Redgrave. 79. Miss Stephens. Chalk —,,,,,,,,
"HARLOW, George Henry",1896,Mav o H. Hasketh Smith. 79. Hubert and Arthur. 94x57 Agnew,,,,157,10,0,,
"HARLOW, George Henry",1903,"N0V 2s 81. Mrs. Siddons, seated. 49x39 S.T.Smith",,,,168,0,0,,
"HARLOW, George Henry",1906,May 26 „ T. H. Woods. 64. A Lady with Coral Necklace. 30x25 Permain,,,,220,10,0,,
"HARLOW, George Henry",1909,July g „ Sir C. Quilter. 91. Mrs. Hopwood and Family. 36x27 J Knoedler,,,,756,0,0,,
"HARLOW, George Henry",1913,May 5 62. Mrs. Bridges and Three Children. 49x38! Loveless,,,,210,0,0,,
"HARLOWE, G. Fl. 1841",1894,May 5 Christie's Duncan Dunbar. 67. Mother and Children. 35x27,,,Lesser,194,5,0,,
"HARPER, Henry Andrew",1903,11/23/2016,Christie's,"Henry A. Harper. 130. Mount of God, Sinai. Drawing. 21 x 29 ",Col. Burgess,42,0,0,,
,,"HARPIGNIES, Henri.",,1819-1916,,,,,,
,1891,April 11 Christie's,,nr. La Nievre a Nevers. 1883 Gooden,,127,1,0,,
,1892,May 14 „,,Messrs. Murrieta. 64. Ruins of a Castle. 1869. 23x31 . Obach,,136,10,0,,
,1898,Tulv 2,,89. Au bord de l'Oise. 25x32 Obach,,220,10,0,,
,IQ03,"May 16 ,,",,- no. Forest of Fontainebleau. 1889. 21^x15 Obach,,162,15,0,,
,I906,July 7 »,,David Davy. 66. The Ravine. 17^x14} Obach,,199,10,0,,
,1906,7/7/2016,,David Davy. 67. The Edge of a Wood. 1897. 17 x 10J- Gooden,,173,10,0,,
,1907,"June 21 ,,",,69. A Clump of Trees. 16^x12 Obach,,141,T5,0,,
,1908,Feb. 22 „,,94. La Nievre a Nevers. 1883. 22x31 Obach,,651,0,0,,
,1908,Mar. 21 „,,G.R.Burnett. 119. Lady and Child under Trees. 21 x 15J Obach,,315,0,0,,
,1908,May 22 „,,Humphrey Roberts. 144. Evening—Moorland. 1902. Illustrated. 25 x 31J Arnold and Tripp,,787,10,0,,
,I908,1 May 22 „,,Humphrey Roberts. 145. Moonrise. 1900. 12IX16-J Arnold and Tripp,,99,15,0,,
,1908,"May 22 ,,",,Humphrey Roberts. 146. The Lake. 1897. 10J x 5! Agnew,,210,0,0,,
,X908,"June 29 ,,",,Stephen G. Holland. 382. Matinee d'Automne. 1901. 25 x 31J Wallis,,1680,0,0,,
,1909,April 26 „,,"92. River, Weir, Cottages, etc. 10^x17 Arnold and Tripp",,i°5,0,0,,
,1909,April 26 „,,93. Hillside at Herrison. 1891. 18x14! Tooth,,157,10,0,,
,igog,1 May 13 „,,Sir J. C. Day. 40. Solitude. 1897. Illustrated. 37 x 59 Knoedler,,1890,0,0,,
,igog,I May 13 „,,Sir J. C. Day. 41. Bords delaCance. 1895. Illustrated. 23^x32 Knoedler,,945,0,0,,
,iqog,1 May 13 „,,Sir J. C.Day. 42. Coucher de Soleil. 1887. 23^x31! Arnold and Tripp,,577,10,0,,
,igog,1 May 13 „,,Sir J. C.Day. 43. Fairgain a St. Prive. 1898. 19^x31! Knoedler,,620,0,0,,
,igog,1 May 13 „,,Sir J. C. Day. 44. Returning Home. 1888. 20x28^ Cremetti,,586,0,0,,
,igog,1 May 13 „,,Sir J. C. Day. 45. Ruins of a Castle. 1869. 23 x 31! Obach _ • - « 1 4 1 1 1 1 m •,,630,0,0,,
,igog,I May 13 „,,Sir J. C.Day. 46. Moonrise. 1887. 231x31! Arnold and Tripp,,420,0,0,,
,190c,) May 13 „,,Sir J. C.Day. 47. Autumn—St. Privd. 1889. 15-4 x 12^ Obach,,189,0,0,,
,190c,1 May 13 „,,Sir J. C.Day. 48. La Rigole a St. Priv£. 1887. 8Jxi6 Bernheim,,i°5,0,0,,
,,,,,,,,,,
,"HARPIGNIES, Henri-",,,-continued,,,,,,
,igog,5/14/2016,Christie's,"Sir J. C.Day. 161. La Loire, St. Prive. 1882. Dg. 14! x 21",1 Agnew,230,TO,0,,
,1909,5/14/2016,»>,Sir J. C.Day. 162. Route de Village. 1888. Dg. i3|x2<,Hahn,i57,10,0,,
,1909,5/14/2016,n,"Sir J. C. Day. 163. Olive Trees, Beardrow. 1890. Dg. 21x1",4! Obach,io5,O,0,,
,1909,5/21/2016,j>,E. H. Cuthbertson. 79. La Loire pres Source. 1899. Illustratec,1,,,,,
,,,,51 x 645,Knoedler,2100,0,0,,
,1909,5/21/2016,it,E. H. Cuthbertson. 80. The Mediterranean Coast. 190c,5,,,,,
,,,,Illustrated. 31J x 25 Scott a,tnd Fowles,1071,O,0,,
,1909,5/21/2016,tt,"E. H. Cuthbertson. 81. Range d'Arbres, Loire. 1894. 23! x 32",Knoedler,787,IO,0,,
,1909,5/21/2016,a,E. H. Cuthbertson. 82. Le Moulin de la Paine. 1883. 28x21,Reinhardt,1312,10,0,,
,1909,5/21/2016,a,E. Ii. Cuthbertson. 83. Evening. 1903. 14! x 34 J,Agnew,735,0,0,,
,1909,5/21/2016,a,E. H. Cuthbertson. 84. Hill and River. 1893. 14J-X2I},Knoedler,367,10,0,,
,1909,6/10/2016,n,Sir J. D. Milburn. 85. Last Days of Summer. 1863. Illus. 37 J >,64 Wood,1207,10,0,,
,1909,6/10/2016,a,Sir J. D. Milburn. 86. Un Coup de Vent. 1900. 18^x25 Arnolc,[ and Tripp,420,0,0,,
,1909,6/10/2016,a,Sir J. D. Milburn. 87. The Bridge. 1894. i7§xi2f,Wallis,136,10,0,,
,1909,7/9/2016,a,Sir C. Quilter. 38. Poplar Trees. 171x14-*-,Obach,178,10,0,,
,1909,7/16/2016,n,104. Two Boys under Tree. 1876. 14x23*-,Weave,189,0,0,,
,1910,6/3/2016,a,66. The Last Days of Summer. 1863. 37^ x 64,Obach,997,IO,0,,
,1910,6/3/2016,a,R. W. Rankine. 120. The Village. 20} x 28,Obach,5°4,0,0,,
,1910,6/30/2016,a,Alexander Young. 4. The Pond. 1867. Drawing. 12x16,\ Gillott,225,15,0,,
,1910,6/30/2016,a,Alexander Young. 71. Sender k St. Prive. 1895. Oil. 23! x,32 Clark,1520,0,0,,
,19x0,6/30/2016,a,Alexander Young. 72. Effet du Soir. 1897. 13I x 9*,Peacock,199,10,0,,
,1910,6/30/2016,a,Alexander Young. 73. Automne. i7fxi4§,Obach,3°4,10,0,,
,1910,6/30/2016,a,Alexander Young. 74. Paysage a l'Oiserie. 10^x17,Gooden,204,15,0,,
,1910,6/30/2016,n,Alexander Young. 75. Sunset—Three Children. 1899. 9x1,0 Gooden,131,15,0,,
,1910,7/1/2016,a,Alexander Young. 196. La Loire pres Nevers. 1893. isJ-xiij,Knoedler,136,10,0,,
,1910,7/1/2016,a,Alexander Young. 197. A Winding River. 1882. 12^x19,\ Wallis,241,10,0,,
,1910,7/1/2016,a,Alexander Young. 198. Moonrise. 1897. 17x1 if,Gooden,420,0,0,,
,1910,7/1/2016,13,Alexander Young. 199. La Loire a Briare. 1897. 6f x i2i,Wallis,126,0,0,,
,1912,5/3/2016,II,"J.A.Harvey, no. Le Vieux Chypre. 1884. Dg. 2of x 14!",Sampson,i°5,0,0,,
,1912,5/3/2016,It,J.A.Harvey. 125. In the Campagna. 1896. 25 x 31J,Cremetti,1281,0,0,,
,1912,5/3/2016,II,J. A. Harvey. 126. In the Campagna. 1897,Agnew,1386,0,0,,
,1912,5/17/2016,II,33. St. Privet. 137X10,Mason,147,0,0,,
,1912,5/17/2016,II,131. Chasseur sans Bois. 31 x 19,Tooth,178,10,0,,
,1912,5/17/2016,II,132. Herrison. 1906. 13x17},Green,126,0,0,,
,1912,5/17/2016,11,- 133. Roman Campagna. 1864,Colnaghi,3° 15,,0,,
,1912,6/28/2016,II,113. Tall Trees on River. 25x31!,Strachey,735,0,0,,
,1913,May 16 -,II,G. McCulloch. 27. Une Source d'Automne. 1894. Illus. 45! x,62 Agnew,1890,0,0,,
,"HARRISON, Mrs. (Miss Mary Rossiter). 1788-1875",,,,,,,,,
,1876,3/20/2016,Christie's,Mrs. Harrison. 149. Hollyhocks,Johnson,11,11,0,,
,"HART, Solomon, R.A.",,,1806-1881,,,,,,
,1838,2/28/2016,Christie's,Henry Fisher. 388. Titus Oates giving Evidence,—,,,,,
,1838,2/28/2016,„,"Henry Fisher. 402. Prince John, Rebecca, and Ivanhoe at t",tie,,,,,
,,,,Tournament,—,,,,,
,,,,,,,,,,
,"HART, Solomon, R.A—",,continued,,,,,,,
,2/6/1861,Foster's,Henry Wallis. 76. The Festival of the Law. 37-J x 29 Wells Collection,,,,,,,
,7/29/1881,Christie's,"Solomon Hart, R.A. (97 N.) 197. Music",Broadhead,26,5,0,,,
,7/29/1881,n,"Solomon Hart, R.A. 199. Submission of Barbarossa. 1867",Nathan,37,16,0,,,
,7/29/1881,,"Solomon Hart, R.A. 200. Othello and Iago. 1855",Grindley,35,3,6,,,
,"HARVEY, Sir George, P.R.S.A. 1806-1876",,,,,,,,,
,4/20/1852,Winstanley,John Clow. 25. The Highland Funeral. 66x38,—,IT5,10,0,,,
,4/20/1852,,John Clow. 26. Sketch for the Highland Funeral. 24 x 12,—,21,10,0,,,
,4/20/1852,jj,John Clow. 30. The Glen of Enterkin. 27 x 48,—,73,10,0,,,
,4/20/1852,jj,John Clow. 31. Argyll before Execution. 30 x 22,—,42,0,0,,,
,4/20/1852,u,John Clow. 33. The Foundling. 6x7,—,28,7,0,,,
,4/21/1852,jj,John Clow. 43. Old Woman Spinning—Boy blowing Bubbles. 14,x 14 —,32,11,0,,,
,4/21/1852,jj,John Clow. 49. Meditation. Sketch. 6x8,—,9,0,0,,,
,4/21/1852,jj,John Clow. 69. The Curlers. 48x18,—,127,1,0,,,
,4/21/1852,jj,John Clow. 79. First reading of the Bible. 72 x 48,—,367,10,0,,,
,4/21/1852,jj,John Clow. 82. Wise and Foolish Builders. 72 x 48,—,215,5,0,,,
,4/21/1852,jj,John Clow. 83. The Past and Present. 72x48,—,367,10,0,,,
,i860 April 3,NisbetofGl'sg'w,John Houldsworth. 31. Covenanters Preaching. Engraved. 425 x,3*1 -,,,,,,
,4/13/1872,Christie's,Sir F. G. Moon. 196. Bunyan in Bedford Gaol,—,130,5,0,,,
,5/9/1881,jj,A.B.Stewart. 27. Dr. Guthrie Fishing. 1856. 30x48,Anderson,131,5,0,,,
,3/27/1886,jj,Henry McConnel. (257 W.) 18. Examination of Village School.,,,,,,,
,,,36 X,50 Tooth,157,10,0,,,
,5/14/1904,Dowell,A. Dunn Pattison. 36. Shakespeare before Lucy. 66| x 40,—,i°5,0,0,,,
,"HAVERS, Miss Alice (Mrs. Fred Morgan). 1850-1890",,,,,,,,,
,4/26/1884,Christie's,"Sam Mendel. (170 T.) 104. Goosey, Goosey Gander",Bought in,I31,5,0,,,
,"HAYDON, Benjamin Robert. 1786-1846",,,,,,,,,
,4/21/1852,Winstanley,John Clow. 45. Milton and his Daughter. 24 x 30,—,i5,15,0,,,
,4/23/1872,Phillips,William W. Pearce. 399. Duke of Wellington. Sketch,—,,,,,,
,1/10/1880,Christie's,Johnson and Dymond. 277. Shall I Resign? (Earl Grey) M. Colnaghi,,40,19,0,,,
,5/10/1900,Robinson & F.,Peel Heirlooms. 262. Napoleon at St. Helena. 108 x 96,Agnew,420,0,0,,,
,"HAYES,","Edwin, R.H.A. 1831-1904",,,,,,,,
,3/27/1876,Christie's,Albert Levy. 49. Boats leaving Yarmouth. 1866. Drawing,Agnew,178,17,0,,,
,3/31/1876,jj,Albert Levy. 117. Gale off Kinghorn Pier. 30 x 56,Permain,138,12,0,,,
,5/20/1876,jj,77. Boats off Dordrecht. 1873,Marsden,210,0,0,,,
,5/5/1879,jj,William Fenton. 106. Off Shoreham,Vokins,102,18,0,,,
,2/21/1880,jj,F. W. Hooper. 137. Dublin Bay,Bought in,us,10,0,,,
,12/10/1881,jj,F. W. Hooper. (353 N.) 68. ? Boats leaving Gorleston,Hariss,i57,10,0,,,
,5/6/1882,jj,Col. Arbuthnot. 13. Lugger getting under Weigh,Bought in,126,0,0,,,
,7/22/1882,jj,"McLean. (360 P.) 93. Gale, Scarborough",Bought in,225,15,0,,,
,4/19/1884,jj,J.S.Mercer. (159 T.) 159. Dublin Bay,Waters,116,11,0,,,
,3/4/1887,jj,Robert Arnold Cosier. 51. Wreck of Homeward Bound,—,252,0,0,,,
,,,,,,,,,,
,"HAYES, Edwin, R.H.A.",,,—continued,,,,,,
,1887,3/26/2016,Christie's,- 116. Brigantine entering Harbour —,i°5,0,0,,,
,1905,1/21/2016,»»,"Edwin Hayes, R.I. iit. Entrance to Messina Harbour. 39 x 3S Jameson",120,5,0,,,
,i9«5,5/13/2016,jj,"Edwin Hayes, R.I. 92. The Rolling Zuyder Zee. 38x49 Sampson",4},2,0,,,
,"HAYLEY, Thomas",,,,,,,,,
,1878,4/13/2016,Christie's,"F. Haselfoot. (495 H.) 133. Sarah Betts, Nurse of William",,,,,,
,,,,Hayley. After a Sketch by Romney. Drawing Hogarth,1,1,0,,,
,"HAYLLAR, James. Born 1829",,,,,,,,,
,1865,3/18/2016,Christie's,Fitzpatrick. 154. The Queen's Highway —,252,0,0,,,
,1875,7/10/2016,"1,","W. E. J. Roffey. 265. The Queen, God bless her! 1873 Arnold",110,5,0,,,
,1876,2/5/2016,j»,"W. E. J. Roffey. 175. The Queen, God bless her! Sherratt",,0,0,,,
,1885,7/11/2016,jj,William Fowler. (621V.) 114. Queen Elizabeth's Toothache.,,,,,,
,,,,45x72 Bought in,39,iS,0,,,
,1886,6/26/2016,jj,"Calvert Toulmin. (631 W.) 19. See me dump, etc. 36x25",10,10,0,,,
,1890,3/1/2016,jj,James Hayllar. 88. Worms for Bait. 60 x 40 Lesser,28,0,0,,,
,1890,3/1/2016,it,James Hayllar. 92. The Tame Jackdaw. 60 x 40 Benman,28,0,0,,,
,1890,3/1/2016,tt,James Hayllar. 93. First Born at the Cottage. 40 x 60 Robinson,35,0,0,,,
,1890,3/1/2016,tt,James Hayllar. 96. Musical Honours. 40 x 60 Richardson,•14,0,0,,,
,1890,3/1/2016,tt,James Hayllar. 98. Picture Gallery at the Hall. 40 x 60 Webster,46,0,0,,,
,"HAYMAN, Frank, R.A.",,,1708-1776,,,,,,
,1774,4/28/2016,Langford's,Charles Jennens. 29. The Betrayer of Our Saviour —,,,,,,
,1774,4/28/2016,tt,Charles Jennens. 44. The Prodigal Son —,,,,,,
,1787,5/10/2016,Mr. Christie,"Man of Fashion. 1. Boy Drawing, and Playing at Top. A pair —",,,,,,
,1819,7/12/2016,Robins,T. Harris. 8. Mrs. Pritchard —,4,14,6,,,
,1819,7/12/2016,>»,T. Harris. 32. Barry and Mrs. Elmy as Hamlet and Mother —,10,10,0,,,
,1819,7/12/2016,tt,"T.Harris. 53. Garrick and Mrs. Pritchard in ""Suspicious Husband"" —",5,5,0,,,
,1823,6/23/2016,Mr. Christie,David Garrick. 45. Garrick when young and Mr. Wyndham,,,,,,
,,,,seated at their ease in a Landscape Norton,12,1,6,,,
,1830,4/28/2016,Christie's,Jonathan Tyers. 51. Falstaff reviewing Troops. Actor's Portrait —,,,,,,
,"HAYTER, Sir George.",,,1792-1871,,,,,,
,1828,6/14/2016,Christie's,Earl of Carysfort. 42. Tartars carrying off Circassian Captives H. Phillips,231,0,0,,,
,1871,4/21/2016,j>,Sir G. Hayter. 567. Count d'Orsay —,1,8,0,,,
,1871,4/21/2016,jj,"SirG. Hayter. 568. DuchessedeGrammont, sister of Count d'Orsay Permain",1,1,0,,,
,1871,4/21/2016,jj,SirG. Hayter. 570. Duke of Wellington at Walmer. Small whole-length —,2,18,0,,,
,1871,4/21/2016,tt,"Sir G. Hayter. 578. Martin Cregan, P.R.H.A. —",,4,0,,,
,1871,4/21/2016,jj,Sir G. Hayter. 580. Earl of Carrington —,,!5,0,,,
,1871,4/21/2016,jj,Sir G. Hayter. 586. Baroness Delmar —,5,5,0,,,
,1871,4/21/2016,jj,SirG.Hayter. 591. Duke of Wellington reading Newspaper at Walmer —,11,0,0,,,
,1871,4/21/2016,jj,Sir G. Hayter. 592. Napoleon Relics. Sketch —,1,3,0,,,
,1871,4/21/2016,jj,Sir G. Hayter. 632. Arrest of Wolsey Graves,25,4,0,,,
,1871,4/21/2016,It,Sir G. Hayter. 645. Ridley and Latimer Embracing Graves,77,14,0,,,
,1881,4/30/2016,jj,Col. Holdsworth. 6. Apostles. Engraved Garrett,44,2,0,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,"I HAYTER, John. Fl. 1809-1859",,,,,,,,,
,? 1868,2/8/2016,Christie's,Nash. 184. Group of Portraits with E. Landseer Barrett,11,0,6,,,
,I1885,2/7/2016,»>,R. Attenborough. (1230 T.) 138. Sir E. Landseer and other Artists Parsons,8,18,6,,,
,I 1,"iEAD, C","iuy, of Rome.",Died 1800,,,,,,
,1 !792,—,Private Sale,European Museum. 365. Venus encircling Juno with Mystic Census —,,,,,,
,11792,—*?,j> i*,European Museum. 366. Antigone mourning over Patroclus's Body —,,,,,,
,1 I,-IEAPH',"Y, Thomas. 1775-1835",,,,,,,
,11828,5/31/2016,Phillips,M. M. Zachary. 60. The Fish Girl. Drawing —,27,16,6,,,
,11838,2/3/2016,Christie's,Sir Philip Francis. 3. Children loading an Ass with sand at Cavern. Dg. —,10,10,0,,,
,11839,3/25/2016,S. Leigh Sotheby,Edmund Lodge. 28. The Gleaner. Drawing —,2,12,0,,,
,11839,3/25/2016,a >>,Edmund Lodge. 29. Game of Cribbage. Drawing —,14,0,0,,,
,1839,3/25/2016,a a,Edmund Lodge. 30. Domestic Happiness. Drawing Palser,10,10,0,,,
,1839,3/25/2016,j» a,Edmund Lodge. 31. The Appointment. Drawing —,7,12,0,,,
,1905,5/29/2016,Christie's,"Walter Duckworth. 79. Fish Market, Hastings. 1809. Drawing.",,,,,,
,,,,27! x 36 Wheeler,252,0,0,,,
,I,iEARN],"E, Thomas. i74;-i8i7",,,,,,,
,1791,4/16/2016,Mr. Christie,"William Byrne. 8-49. Fifty-two Drawings for ""Antiquities,"" Vol. I —",,,,,,
,1791,4/16/2016,a,"William Byrne. 57. Drawing from "" Joseph Andrews"" —",,,,,,
