artist,year,month_day,auction house,seller,seller/artwork,purchaser,pounds,shillings,pence,
"HERBERT, John Rogers",1875,4/24/2016,Christie's,Sam Mendel,408. Christ and Woman of Samaria,Poole,556,10,0,
"HERBERT, John Rogers",1876,3/4/2016,Christie's,Alexander Shand,91. The Gaoler's Daughter,Herbert,48,6,0,
"HERBERT, John Rogers",1876,3/4/2016,Christie's,Alexander Shand,95. The Elopement,Trimmell,31,10,0,
"HERBERT, John Rogers",1877,4/27/2016,Christie's,Albert Grant,48. The Holy Family. Farnworth collection,—,472,10,0,
"HERBERT, John Rogers",1877,5/19/2016,Christie's,John Knowles,31. The Bedouin's Home. 13x22^,Newton,152,5,0,
"HERBERT, John Rogers",1881,7/9/2016,Christie's,William Sharp,"(106 N.) 43. River Scene, Woman Washing",Agnew,136,10,0,
"HERDMAN, Robert",1831,5/9/2016,Christie's,A. B. Stewart,(320 M.) 32. The Covenanter. 1876,Nathan,351,15,0,
"HERDMAN, Robert",1881,5/9/2016,Christie's,A. B. Stewart,33. Abdication of Mary Queen of Scots. 36 x 28,Anderson,189,0,0,
"HERDMAN, Robert",1395,5/25/2016,Christie's,George Orme,28. A Scotch Rose. 1880. 38^x29,Moody,115,10,0,
"HERING, George Edwards",1876,3/4/2016,Christie's,Alexander Shand,90. Head of the Glen. 1868,Leyel,141,15,0,
"HERING, George Edwards",1876,7/1/2016,Christie's,John Aird,"83. Torre del l'Annunziata, Naples",Vokins,94,10,0,
"HERING, George Edwards",1878,2/16/2016,Christie's,E. Marjoribanks,14. Isola Bella,McLean,131,5,0,
"HERING, George Edwards",1880,5/7/2016,Christie's,G. E. Hering,114. Evening in Glen Clay,Haines,70,7,0,
"HERING, George Edwards",1880,5/7/2016,Christie's,G. E. Hering,119. Kildonan,Agnew,42,0,0,
"HERING, George Edwards",1880,5/7/2016,Christie's,G. E. Hering,160. Woodland Waters. 1878,White,157,10,0,
"HERING, George Edwards",1880,5/7/2016,Christie's,G. E. Hering,161. Lago Maggiore. 1879,Permain,95,11,0,
"HERING, George Edwards",1880,5/7/2016,Christie's,G. E. Hering,162. 'Midst Northern Hills,White,55,13,0,
"HERING, George Edwards",1880,5/7/2016,Christie's,G. E. Hering,"163. Pladda, Firth of Clyde",White,91,7,0,
"HERING, George Edwards",1881,4/25/2016,Christie's,G. E. Hering,(1114 M.) 169. Loch Etive. 1879,Grindley,70,7,0,
"HERING, George Edwards",1881,4/25/2016,Christie's,G. E. Hering,176. Lake Derwentwater. After Turner,Bought in,37,16,0,
"HERING, George Edwards",1882,6/10/2016,Christie's,A. Biggs,(282 P.) 107. Lago d'Orta,Harland ,157,10,0,
"HERING, George Edwards",1883,4/23/2016,Christie's,Aston Rowant Gallery,9. Lugano. 42x72,Agnew,210,0,0,
"HERKOMER, Sir Hubert",1887,3/19/2016,Christie's,W. A. Duncan,128. The Gravedigger. 1884,Agnew,23,2,0,
"HERKOMER, Sir Hubert",1887,3/19/2016,Christie's,W. A. Duncan,130. The Gloom of Idwal,Quilter,110,5,0,
"HERKOMER, Sir Hubert",1888,6/16/2016,Christie's,—,141. Words of Comfort,B.,273,0,0,
"HERKOMER, Sir Hubert",1891,4/15/2016,Christie's,—,29. Who comes here. 1877. Drawing,Webster,430,10,0,
"HERKOMER, Sir Hubert",1891,4/15/2016,Christie's,—,30. The Arrest of a Poacher. 1874. Drawing,Innes,325,10,0,
"HERKOMER, Sir Hubert",1891,4/18/2016,Christie's,—,31. The Fate of the Poacher. Drawing,Webster,420,0,0,
"HERKOMER, Sir Hubert",1891,4/18/2016,Christie's,—,32. A Souvenir of Rembrandt. Drawing,Agnew,110,5,0,
"HERKOMER, Sir Hubert",1831,4/18/2016,Christie's,—,35. A Fairy Symphony. Drawing,Webster,252,0,0,
"HERKOMER, Sir Hubert",1891,4/18/2016,Christie's,—,37. Aldenham Churchyard. Drawing,Wright,84,0,0,
"HERKOMER, Sir Hubert",1891,4/18/2016,Christie's,—,94. Natural Enemies,Ellis,367,10,0,
"HERKOMER, Sir Hubert",1891,4/18/2016,Christie's,—,95. Welsh Mountain Scene,Ellis,315,0,0,
"HERKOMER, Sir Hubert",1905,5/27/2016,Christie's,—,125. The Guards' Cheer. 1898. 119x77,—,294,0,0,
"HERKOMER, Sir Hubert",1909,7/9/2016,Christie's,Sir C. Quilter,57. The Last Muster. 1875. 82 x 61,Agnew,3255,0,0,
"HERKOMER, Sir Hubert",1910,5/27/2016,Christie's,Abel Buckley,"19. Entranced in some diviner Mood, etc. 1886. 55 ><43l",Shepherd,535,10,0,
"HERNANDEZ, D.",1893,2/4/2016,Christie's,Messrs. Murrieta,1182. The Flower Seller,Gribble,115,10,0,
"HERNANDEZ, D.",1893,2/4/2016,Christie's,Messrs. Murrieta,1183. The Apple Gatherer,Gribble,94,10,0,
"HERNANDEZ, D.",1898,11/19/2016,Christie's,—,262. Two Ladies in a Studio. 1886,C. D.,105,0,0,
"HERRING, John Frederick",1851,4/1/2016,Christie's,—,90. Horses in a Stable. Circle,—,,,,
"HERRING, John Frederick",1854,6/17/2016,Christie's,S.Hammond,73. Deer Stalking. 72x42,Wallis,315,0,0,
"HERRING, John Frederick",1854,8/24/2016,Winstanley,Ralph Samuel,24. Return from Deer Stalking. 1852,—,73,15,0,
"HERRING, John Frederick",1855,4/23/2016,Foster's,S.C.Hall,71. The Three Horses. 1847. Replica of Vernon Gallery * ,—,—,,,
"HERRING, John Frederick",1855,6/13/2016,Foster's,Lloyd Bros,23. The Meet. 24 x 42,—,—,,,
"HERRING, John Frederick",1855,6/13/2016,Foster's,Lloyd Bros,Lloyd Bros. 24. Breaking Cover. 24 x 42,—,283,10,0,
"HERRING, John Frederick",1855,6/13/2016,Foster's,Lloyd Bros,Lloyd Bros. 25. Full Cry. 24 x 42,—,—,,,
"HERRING, John Frederick",1855,6/13/2016,Foster's,Lloyd Bros,Lloyd Bros. 26. The Death. 24 x 42,—,—,,,
"HERRING, John Frederick",1855,6/13/2016,Foster's,Lloyd Bros,Lloyd Bros. 35. Sporting in the Highlands,Flatou,105,0,0,
"HERRING, John Frederick",1855,6/13/2016,Foster's,Lloyd Bros,Lloyd Bros. 46. The Baron's Charger. 40 x 50,—,149,0,0,
"HERRING, John Frederick",1858,5/20/2016,Foster's,Messrs. Fuller,"1-19, ""Cadland,"" and 18 other Derby Winners",—,—,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,Messrs. Fuller,20. Start for Derby. 1834. 62x42,—,—,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,Messrs. Fuller,23. Donkey and Foal,—,—,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,Messrs. Fuller,24. Landscape with Cows,—,—,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,Messrs. Fuller,26. Dray Horses,—,—,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,Messrs. Fuller,27. The Straw Yard,—,—,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,,Messrs. Fuller. 33-51. Winners of St. Leger Stakes,—,,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,,Messrs. Fuller. 53-76. Celebrated Sires,—,,,,
"HERRING, John Frederick",1858,5/20/2016,Foster's,,Messrs. Fuller. 79. Three Members of Temperance Society —,,-,,,
"HERRING, John Frederick",1863,6/5/2016,Christie's,,J. F. Herring. 142. Ploughing. Engraved,W:ilpole,too,16,0,
"HERRING, John Frederick",1865,2/25/2016,Christie's,,Samuel Cartwright. 66. Blacksmith's Shop,—,183,r5,0,
"HERRING, John Frederick",1868,6/20/2016,Christie's,,Albert Grant. 97. Ploughing. Engraved,Redclyfle,80,17,0,
"HERRING, John Frederick",1873,3/14/2016,Christie's,,Thompson. (4 B.) 34. Baron's Charger,Brooks,199,10,0,
"HERRING, John Frederick",1875,5/22/2016,Christie's,,"Messrs. Fores. 764. Four Racing Picti-res, large",Fores,787,15,0,
"HERRING, John Frederick",1875,2/5/2016,Christie's,,- 104. Race Horses,Goddard,84,2,0,
"HERRING, John Frederick",1875,2/5/2016,Christie's,,105. The Hunting Stud,Goddard,94,10,0,
"HERRING, John Frederick",1875,2/5/2016,Christie's,,- 106. Team of Cart Horses Baiting,Marsden,140,14,0,
"HERRING, John Frederick",1876,7/22/2016,Christie's,,"- 100, 101. Race Horses and Hunting Stud",Stodart,136,10,0,
"HERRING, John Frederick",1877,7/7/2016,Christie's,,Gunnergate Hall. 106. Troopers halting at Door,Lesser,82,l9,0,
"HERRING, John Frederick",1878,2/23/2016,Christie's,,"Edward Basil Jupp. 37. Manga, St. Leger. 1837",Fores,21,10,6,
"HERRING, John Frederick",1878,2/23/2016,Christie's,,Edward Basil Jupp. 38. Muley. 1840,Fores,29,8,0,
"HERRING, John Frederick",1878,2/23/2016,Christie's,,Edward Basil Jupp. 39. Walton,Toovcy,21,0,0,
"HERRING, John Frederick",1878,2/23/2016,Christie's,,P. Gordon. (233 H.) 121. Satcrest beating Coronation. 1841 Fores,,43,1,0,
"HERRING, John Frederick",1878,3/23/2016,Christie's,,William GiUett. (97 H.) 50. 1st of September,Tooth,70,7,0,
"HERRING, John Frederick",1878,4/13/2016,Christie's,Mrs. Lines,(655 H.) 124. Bay Middleton,Toovey,31,10,0,
"HERRING, John Frederick",1878,4/13/2016,Christie's,Mrs. Lines,Mrs. Lines. 125. Plenipo,Lord Falmouth,31,10,0,
"HERRING, John Frederick",1878,4/13/2016,Christie's,Mrs. Lines,Mrs. Lines. 126. Queen of Trumps,Filpot,9,9,0,
"HERRING, John Frederick",1878,4/13/2016,Christie's,Mrs. Lines,Mrs. Lines. 127. Priam,Filpot,9,9,0,
"HERRING, John Frederick",1878,4/13/2016,Christie's,Mrs. Lines,Mrs. Lines. 128. Touchstone,Filpot,13,13,0,
"HERRING, John Frederick",1878,5/13/2016,Christie's,Powell,(745 H.) 79. Crucifix and Lanercost. 1848,Lord Falmouth,38,17,0,
"HERRING, John Frederick",1878,5/13/2016,Christie's,Powell,Powell. 80. Camel and Banter. 1844,Lord Falmouth,38,17,0,
"HERRING, John Frederick",1878,5/13/2016,Christie's,Powell,Powell. 81. Rebecca and Muley Malloch. 1844,Lord Falmouth,57,15,0,
"HERRING, John Frederick",1878,5/13/2016,Christie's,Powell,Powell. 82. Languish and Pantaloon. 1844,Lord Falmouth,52,10,0,
"HERRING, John Frederick",1878,5/13/2016,Christie's,Powell,Powell. 83. Bastille and Bay Middleton. 1851,Lord Falmouth,55,13,0,
"HERRING, John Frederick",1878,5/13/2016,Christie's,Powell,Powell. 84. Touchstone and Emma. 1844,Whitehead,73,10,0,
"HERRING, John Frederick",1878,7/6/2016,Christie's,,R.Bell. (160 J.) 306. The Feed. Painted with Faed M. Colnaghi,,362,5,0,
"HERRING, John Frederick",1879,5/10/2016,Christie's,,Whitehead. (42 K.) 124. Flying Dutchman,M. Colnaghi,136,10,0,
"HERRING, John Frederick",1881,5/28/2016,Christie's,,"Robertson, Pearson, and Finlay. 125. Preparing for the Derby. 1834 ",Whitehead,262,10,0,
"HERRING, John Frederick",1882,6/5/2016,Christie's,,"Henry Hill. (216 P.) 70. Start for Emperor's Cup, Ascot. 1845. E. B.",,94,10,0,
"HERRING, John Frederick",1882,6/5/2016,Christie's,,Henry Hill. 71. Three Horses. 1851,E. B.,147,0,0,
"HERRING, John Frederick",1884,5/10/2016,Christie's,,Lady Otho Fitzgerald. (999 S.) 4. An English Homestead Nathan,,367,10,0,
"HERRING, John Frederick",1884,6/14/2016,Christie's,,(754 T.) 143. Stable and Figures and Animals,E. B.,120,15,0,
"HERRING, John Frederick",1884,11/29/2016,Christie's,,William White. (1174T.) 111. Watering. 1855,G. Att.,200,0,0,
"HERRING, John Frederick",1885,2/7/2016,Christie's,,Koch. (62 V.) 101. Meeting of Friends. Painted with H. Bright Fores,,119,14,0,
"HERRING, John Frederick",1885,2/7/2016,Christie's,,Mrs. Pullen. (1256 T.) 102. The Straw Yard. 1857.,Engraved Dole,126,0,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,(776 W.) 268. The Glasgow Mail. 1845, McLean,100,16,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,269. The Farmer's Stable. 1844,Mendoza,113,8,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,270. Waiting to be Shod. 1845,Polak,60,18,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,271. Tranquillity. 1844,Shepherd,43,1,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,272. Mares and Foals,Mendoza,203,14,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,273. Interior of Cow House. 1844,Permain,58,16,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,274. Farmyard. 1844,Permain,102,18,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,"275. Straw Yard, Winter. 1849",Shepherd,43,1,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,276. Ducks. 1845,Agnew,63,0,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,277. Cart-horses—Portrait of the Artist,Shepherd,183,15,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,"278. Straw Yard, Horses and Pigs. 1849",Shepherd,48,6,0,
"HERRING, John Frederick",1880,2/13/2016,Christie's,Joseph Colling,279. Poultry and Pigeons. A pair,Mair,24,3,0,
"HERRING, John Frederick",1886,2/13/2016,Christie's,Joseph Colling,280. Ducks and Ducklings. 1845,Shepherd,21,0,0,
"HERRING, John Frederick",1886,2/20/2016,Christie's,Col. J. J. Ellis,"59. Cavalier, White Horse, and Ladies. Painted with Bright and Baxter",Grindley,107,2,0,
"HERRING, John Frederick",1887,4/30/2016,Christie's,,John Graham. 38. Return from Deer-stalking. 1852. Painted with H. Bright. 41 x 72,Philpot,556,10,0,
"HERRING, John Frederick",1887,5/21/2016,Christie's,,William Leach. 124. Refreshment. 1853. 49tx39*,McLean,336,0,0,
"HERRING, John Frederick",1887,5/28/2016,Christie's,,"--131. Faugh-a-Ballagh, St. Leger. 1844.",Vyner,96,12,0,
"HERRING, John Frederick",1888,5/5/2016,Christie's,,H. W. Bolckow. 45. Labour. 28 x 36,Agnew,126,0,0,
"HERRING, John Frederick",1888,5/5/2016,Christie's,,H. W. Bolckow. 46. Rest. 27 x 35,Baker,105,0,0,
"HERRING, John Frederick",1889,3/30/2016,Christie's,,William Webster. 45. The Smithy. 1855,Brooks,173,0,0,
"HERRING, John Frederick",1890,3/1/2016,Christie's,,W. Fleming Fryer. 106. A Horse Fair. 1858. 23IX35I,E. Benjamin,136,10,0,
"HERRING, John Frederick",1891,3/21/2016,Christie's,,Robert Charles May. 328. Village Farm. 1884. Painted with Bright and T. Faed,Polak,241,10,0,
"HERRING, John Frederick",1891,5/30/2016,Christie's,,"Mrs. Sykes. 159. A Farmyard, Winter",Polak,106,1,0,
"HERRING, John Frederick",1892,5/9/2016,Christie's,,Richard Watt. 5. Manuella. 1812,Agnew,173,0,0,
"HERRING, John Frederick",1892,5/9/2016,Christie's,,"Richard Watt. 10. Memnon, St. Leger",—,294,0,0,
"HERRING, John Frederick",1892,5/9/2016,Christie's,,"Richard Watt. 11. "" Tramp "" (horse)",Agnew,220,10,0,
"HERRING, John Frederick",1892,6/18/2016,Christie's,,H. W. F. Bolckow. 154. Interior of a Stable. 39 x 49!,Agnew,241,10,0,
"HERRING, John Frederick",1892,6/18/2016,Christie's,,H. W. F. Bolckow. 155. Quietude. 32]- in. circle,Benjamin,131,5,0,
"HERRING, John Frederick",1892,7/4/2016,Christie's,,Charles Magniac. 146. Market Day at St. Albans. 1858,Agnew,278,5,0,
"HERRING, John Frederick",1892,7/18/2016,Christie's,Noel Fenwick,25. Start at Ascot. 1845,Tooth,157,10,0,
"HERRING, John Frederick",1892,7/18/2016,Christie's,Noel Fenwick,Noel Fenwick. 26. Race for Emperor's Cup,Schuster,152,5,0,
"HERRING, John Frederick",1892,7/18/2016,Christie's,Noel Fenwick,Noel Fenwick. 27. Mares and Foals Watering. 1846,Schuster,136,10,0,
"HERRING, John Frederick",1892,7/18/2016,Christie's,Noel Fenwick,Noel Fenwick. 39. Flying Dutchman. 1849,Cox,141,15,0,
"HERRING, John Frederick",1892,7/18/2016,Christie's,Noel Fenwick,"Noel Fenwick. 41. "" St. Giles "" (horse). 1832",E. B.,105,0,0,
"HERRING, John Frederick",1892,7/18/2016,Christie's,Noel Fenwick,Noel Fenwick. 42. Crucifix. 1840,Fores,215,5,0,
"HERRING, John Frederick",1893,5/29/2016,Christie's,Daniel Cooper,44. Race for Doncaster Cup,Clifford,115,10,0,
"HERRING, John Frederick",1893,5/29/2016,Christie's,Daniel Cooper,Daniel Cooper. 45. Mundig. 1835,Ash,110,5,0,
"HERRING, John Frederick",1893,5/29/2016,Christie's,Daniel Cooper,Daniel Cooper. 62. Memnon. 1825,Watt,152,5,0,
"HERRING, John Frederick",1894,6/9/2016,Christie's,,Alexander Dennistoun. 16. Feeding the Horse. 49*39,Koekkoek,147,0,0,
"HERRING, John Frederick",1895,5/4/2016,Christie's,,Duchess of Montrose. 24. Flying Dutchman and Marlow. 48 x 74 ,McLean,168,0,0,
"HERRING, John Frederick",1896,3/14/2016,Christie's,,"Frederick Somes. 24. Park Hacks, Grooms and Horses",E. Benjamin,105,0,0,
"HERRING, John Frederick",1896,4/20/2016,Christie's,,Edmund Levy. 34. Interior of a Stable. 1852,D. Smith,819,0,0,
"HERRING, John Frederick",1896,4/20/2016,Christie's,,Edmund Levy. 36. Park Scene—Horses and Ducks. 1851 ,E. B.,173,5,0,
"HERRING, John Frederick",1897,5/28/2016,Robinson & F.,,Col. Unthank. 137. Three Horses' Heads. 1848. 32 x 32 ,Davis,165,18,0,
"HERRING, John Frederick",1898,Mav 7,Christie's,,85. Hunters Resting. 1843. 48x72,Masters,325,10,0,
"HERRING, John Frederick",1898,11/26/2016,Christie's,,"Eugene Benjamin. 537. ""St. Giles."" 1832",Glen,H5,10,0,
"HERRING, John Frederick",1899,4/22/2016,Christie's,,Mrs. Higgins. 106. The Farmer's Home. Painted with Baxter.,,,,,
"HERRING, John Frederick",,,,,33!x 43a,Wallis,141,l5,0,
"HERRING, John Frederick",1899,4/22/2016,Christie's,,Mrs. Higgins. 107. The Smitten Cavalier. Painted with Baxter.,,,,,
"HERRING, John Frederick",,,,,33* x43*,Wallis,120,15,0,
"HERRING, John Frederick",1900,5/19/2016,Christie's,,Madame de Falbe. 25. The Baron's Charger. 40x50,Letts,189,0,0,
"HERRING, John Frederick",1901,May iS,Christie's,,E. A. Leatham. 128. Temperance Horses. 1847. 32 in. circle.,Leggatt,110,5,0,
"HERRING, John Frederick",1901,6/8/2016,Christie's,,95. Borobridge Horse Fair. 1S5S. 31x72,Marks,173,5,0,
"HERRING, John Frederick",1902,2/8/2016,Christie's,,W. R. Mace. 21. Ploughing. 41x73,Lacey,262,15,0,
"HERRING, John Frederick",1902,2/8/2016,Christie's,,W. R. Mace. 22. Stable and Cart-horses. 39x49,Leggatt,162,15,0,
"HERRING, John Frederick",1902,2/22/2016,Christie's,,J. H. McLaren. 114. The Cavalier's Visit. Painted with Bright and Baxter. 50 x 80,Jacobs,152,5,0,
"HERRING, John Frederick",1902,2/24/2016,Christie's,,11. Fox Hunting. Set of four. 22x29,Vokins,162,15,0,
"HERRING, John Frederick",1902,5/3/2016,Christie's,,"C. A. Barton. 19. White Horse, Dog, and Ducks. 24 x 29",Misell,147,0,0,
"HERRING, John Frederick",1902,6/14/2016,Christie's,,Manchester Infirmary. 23. A Farmyard. 1850. 39x49,—,199,10,0,
"HERRING, John Frederick",1902,12/6/2016,Christie's,,Horatio G. Hussey. 49. London and Edinburgh Mail. 1841. 28x36 Vokins,,199,10,0,
"HERRING, John Frederick",1902,12/6/2016,Christie's,,Horatio G. Hussey. 50. Waiting for the Coach. 28 x 36,Vokins,199,10,0,
"HERRING, John Frederick",1902,12/6/2016,Christie's,,71. The Oaks of 1845. 28x48,Rae,204,15,0,
"HERRING, John Frederick",1903,6/22/2016,Christie's,,H.A.Salmon. 136. Bringing Home the Deer. 1852. 23^x37,Sampson,105,0,0,
"HERRING, John Frederick",1903,7/13/2016,Christie's,,"36. Nutwich, St. Leger. 1843. 21x29}",—,110,5,0,
"HERRING, John Frederick",1903,11/28/2016,Christie's,,Sir W. R. Williams. 1. Doncaster Gold Cup. 1839. 36x72,Fores,283,10,0,
"HERRING, John Frederick",1906,2/27/2016,"Capes, Dunn & P.",,Samuel Lord. 117. Horses at Refreshment. 34 in. circle,Sampson,100,0,0,
"HERRING, John Frederick",1906,4/21/2016,Christie's,,"Horatio Bright. 74. Farmyard, Winter. 1847. 27^x36",Abraham,105,0,0,
"HERRING, John Frederick",1907,6/24/2016,Christie's,,"84. "" Doctor Syntax."" 1823. 17x23!",Fores,110,5,0,
"HERRING, John Frederick",1909,3/27/2016,Christie's,,Abraham Farrar. 34. White Horse in Stable. 1850. 39x50,Vicars,189,0,0,
"HERRING, John Frederick",1909,6/4/2016,Christie's,,Tom Nickalls. 32. Seed Time. 1856. 41 x 72,Mayhew,105,0,0,
"HERRING, John Frederick",1909,6/4/2016,Christie's,,108. The Stirrup Cup. 40 x 50,Lister,120,15,0,
"HERRING, John Frederick",1909,6/24/2016,Christie's,,Holbrook Gaskell. 45. Feeding the Horses. 1846. 56^x43!,Agnew,336,0,0,
"HERRING, John Frederick",1910,3/12/2016,Christie's,,Sir Walter Gilbey. 105. Hounds in Full Cry. 1834. 13^x31,Fores,283,10,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","131. "" Don John."" 1839. 26^x35",Agnew,441,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 132. ""Industry."" 1838. 27 x 35!",Agnew,315,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 133. "" Charles XII."" 1839. 27 x 35!",Agnew,367,10,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 134. ""Attila."" 1842. 27x35!",Agnew,325,10,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 135. "" Faug a Ballagh."" 1844. 27x35! ",Agnew,294,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 136. ""The Merry Monarch."" 1845. 27 x 3 =",Agnew,210,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 137. ""Matilda."" 21x29!",C. Davis,110,5,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 138. "" Memnon."" 1826. 21x29",C. Davis,178,10,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 139. ""Tarbrara."" 135x18!",C. Davis,,,,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 140. ""Charles XII."" 1839. 7! x 9!",Agnew,84,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 141. ""St. Giles."" 1837. 7|xg!",Agnew,68,5,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 142. ""Don John."" 1838. 7^x9!",C. Davis,63,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 143- ""Attila."" 1842. 7i x 9*",Agnew,57,15,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 144- ""Industry."" 1838. 7! x 9!",Agnew,78,15,0,
"HERRING, John Frederick",1912,Tune 24,Christie's,"Victoria Club, Liverpool","Victoria Club, Liverpool. 145. ""Memnon."" 1825. 7^x9!",C. Davis,84,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","146. ""Rowton."" 1829. 7.5x9.5",Agnew,78,15,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","147. "" Mundig."" 1835. i\ x",C. Davis,84,0,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","148. ""Jack Spigot."" 1821. 7! x 9|",Agnew,78,15,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","149. ""Plenipotentiary."" 1831. 7^x9",Agnew,57,15,0,
"HERRING, John Frederick",1912,6/24/2016,Christie's,"Victoria Club, Liverpool","150. "" The Colonel."" 1828. 7^ x 9J",Agnew,78,15,0,
"HERRING, John Frederick",1913,12/12/2016,Christie's,,140. Preparing for Market and Return from Market. A pair. 1853- 39l><49,Wickman,147,0,0,
"HEUSCH, Willem de",1881,1/22/2016,Christie's,Richard Baxter,(266 M.) 33. Woody Landscape and Waggoi Manr. 1857 and 0. M. 1873,Gordon,147,0,0,
"HICKEL, Anton",1792,— ,Private Sale,European Museum,454. William Tell,—,,,,
"HICKEY, Thomas Fl. ",1900,5/19/2016,Christie's,Madame de Falbe.,26. Lady and Son and Daughter. 1781 40 x 50,Hodgkins,162,15,0,
"HICKEY, Thomas Fl. ",1908,3/28/2016,Christie's,Claude Ponsonby,14. John Webb. 1784. 10.5 x 9,Batley,56,14,0,
"HICKEY, Thomas Fl. ",1909,12/11/2016,Christie's,Earl of Sheffield,84. First Earl of Sheffield and Col. Ridley. 1766: 93 x 57,Baker,162,15,0,
"HICKS, George Edgar",1898,5/21/2016,Christie's,Joseph Ruston,23. Mother and Child. 1873. 72x56,Vokins,168,0,0,
"HIGHMORE, Joseph",1849,10/10/2016,English & Son,John Hugh Smyth Pigott,21. Handel. 48x40. From Rev. Mr. Bowen col.,—,27,0,0,
"HIGHMORE, Joseph",1858,5/14/2016,Christie's,Sir J. Hawley,"31. Lady in White Satin, Garland of Flowers. 1740",—,—,,,
"HIGHMORE, Joseph",1905,7/8/2016,Christie's,—,83. Youth in Yellow with Book. 1748,Colnaghi,325,10,0,
"HIGHMORE, Joseph",1907,6/7/2016,Christie's,Duke of Fife,"46. Maria, Countess of Coventry. 1745. 49 x 39",Colnaghi,199,0,0,
"HIGHMORE, Joseph",1909,5/7/2016,Christie's,—,131. Lady seated with Child. 49x39,C. Davis,367,0,0,
"HIGHMORE, Joseph",1911,5/26/2016,Christie's,C. Butler,149. Mrs. Pritchard. 49 x 39J A. V,Wertheimer,787,0,0,
"HIGHMORE, Joseph",1911,12/16/2016,Christie's,W. B. Wilberforce,89. William Wilberforce and Wife. 39 x 49,Coureau,325,0,0,
"HIGHMORE, Joseph",1912,12/13/2016,Christie's,J. H. H. Lane,128. Miss Elizabeth Hervey. 49x39 A. V,Wertheimer,651,10,0,
"HIGHMORE, Joseph",1913,2/28/2016,Christie's,Rev. E. H. Dawkins,84. Countess of Mansfield. 49 x 39,Tooth,126,0,0,
"HILDEBRANDT, Edouard",1882,2/4/2016,Christie's,R. W. Scobell,"(187 N.) 247. Heligoland—Boats, etc.",Wallis,110,5,0,
"HILDEBRANDT, Edouard",1882,2/4/2016,Christie's,R. W. Scobell,252. Sunset on the Nile,Wallis,110,5,0,
HILL,1741,3/8/2016,Cock,Earl of Oxford,30. Humphrey Wanley. Half-length,Vertue,1,17,0,
HILL,1741,3/8/2016,Cock,Earl of Oxford,31. Mr. Hill,Bootle,2,0,0,
